Estudi,Curs acadèmic,Alumne,Sexe,Assignatura,Codi assignatura,Nota_assignatura
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8663264C9D835069D893380F17618734,Dona,Projecte de Síntesi I,106593,6.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8663264C9D835069D893380F17618734,Dona,Representació del Coneixement,106564,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8663264C9D835069D893380F17618734,Dona,Resolució de Problemes,106570,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8663264C9D835069D893380F17618734,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Anàlisi de Grafs i Xarxes,106567,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Ètica,106559,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Fonaments d'Aprenentatge Automàtic,106572,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Fonaments de la Visió per Computador,106581,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Fonaments del Llenguatge Natural,106584,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Ment i Cervell I,106578,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Projecte de Síntesi I,106593,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Representació del Coneixement,106564,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Resolució de Problemes,106570,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4AEA752BFE5B21A077B084CBD39927C6,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Enginyeria de Dades,106565,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Fonaments de Computació,106555,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Fonaments de Programació I,106553,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Fonaments de Programació II,106554,4.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Fonaments Matemàtics I,106550,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Fonaments Matemàtics II,106551,5.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Introducció a la IA,106558,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Lògica Computacional,106569,5.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Probabilitat i Estadística,106552,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,9FA1142EFDE56E755DB28F26BFA31078,Home,Processos Cognitius,106577,5.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Enginyeria de Dades,106565,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Fonaments de Computació,106555,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Fonaments de Programació I,106553,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Fonaments de Programació II,106554,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Fonaments Matemàtics I,106550,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Fonaments Matemàtics II,106551,6.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Introducció a la IA,106558,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Lògica Computacional,106569,5.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Probabilitat i Estadística,106552,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6473B3E4F5357742005B6735390964F9,Home,Processos Cognitius,106577,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Enginyeria de Dades,106565,9.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Fonaments de Computació,106555,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Fonaments de Programació I,106553,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Fonaments de Programació II,106554,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Fonaments Matemàtics I,106550,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Fonaments Matemàtics II,106551,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Introducció a la IA,106558,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Lògica Computacional,106569,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Probabilitat i Estadística,106552,9.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1473786E40C4EBA2BB3132DD84DEDFDD,Home,Processos Cognitius,106577,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Anàlisi de Grafs i Xarxes,106567,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Crèdits Reconeguts,70003,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Crèdits Reconeguts,70069,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Ètica,106559,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Fonaments d'Aprenentatge Automàtic,106572,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Fonaments de la Visió per Computador,106581,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Fonaments del Llenguatge Natural,106584,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Ment i Cervell I,106578,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Projecte de Síntesi I,106593,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Representació del Coneixement,106564,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Resolució de Problemes,106570,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,8FB60902428C39BE239C7DFFB4597960,Home,Xarxes Neuronals i Aprenentatge Profund,106573,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Agents Autònoms,106587,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Aprenentatge i Processament del Llenguatge Natural,106585,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Crèdits Reconeguts,70069,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Gestió de Dades,106566,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Gestió de Projectes,106562,5.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Innovació Social,106598,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Programació Distribuïda,106556,7.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Projecte de Síntesi II,106594,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Regulació de la IA,106560,6.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Robots Intel·ligents,106589,7.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F3680F0C78B36E9D727DDCC739E556DB,Home,Visió i Aprenentatge,106582,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Enginyeria de Dades,106565,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Fonaments de Computació,106555,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Fonaments de Programació I,106553,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Fonaments de Programació II,106554,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Fonaments Matemàtics I,106550,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Fonaments Matemàtics II,106551,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Introducció a la IA,106558,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Lògica Computacional,106569,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Probabilitat i Estadística,106552,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,B96DC861A44B9B626D94046D836FC301,Home,Processos Cognitius,106577,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Agents Autònoms,106587,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Gestió de Dades,106566,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Gestió de Projectes,106562,9.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Innovació Social,106598,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Programació Distribuïda,106556,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Programació Paral·lela,106557,9.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Projecte de Síntesi II,106594,9.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Regulació de la IA,106560,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Robots Intel·ligents,106589,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,5E30D17B84DBC60C0282C0993DA0E79C,Dona,Visió i Aprenentatge,106582,10
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Anàlisi de Grafs i Xarxes,106567,9.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Ètica,106559,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Fonaments d'Aprenentatge Automàtic,106572,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Fonaments de la Visió per Computador,106581,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Fonaments del Llenguatge Natural,106584,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Ment i Cervell I,106578,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Projecte de Síntesi I,106593,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Representació del Coneixement,106564,8.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Resolució de Problemes,106570,6.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,AAA9474582E4AB21C7470EBEBF6DC6C6,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Anàlisi de Grafs i Xarxes,106567,4.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Ètica,106559,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Fonaments d'Aprenentatge Automàtic,106572,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Fonaments de la Visió per Computador,106581,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Fonaments del Llenguatge Natural,106584,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Ment i Cervell I,106578,6.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Projecte de Síntesi I,106593,6.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Representació del Coneixement,106564,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Resolució de Problemes,106570,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,BAB132C65305756B9B94AAFB2F9F2457,Home,Xarxes Neuronals i Aprenentatge Profund,106573,6.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Fonaments de Computació,106555,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Fonaments de Programació I,106553,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Fonaments de Programació II,106554,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Fonaments Matemàtics I,106550,1.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,F629C08D0E00E54E5DA0379C213B50D4,Dona,Introducció a la IA,106558,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Anàlisi de Grafs i Xarxes,106567,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Ètica,106559,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Fonaments d'Aprenentatge Automàtic,106572,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Fonaments de la Visió per Computador,106581,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Fonaments del Llenguatge Natural,106584,8.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Ment i Cervell I,106578,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Projecte de Síntesi I,106593,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Representació del Coneixement,106564,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Resolució de Problemes,106570,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,40C840B9926D97B10177AAC04480A454,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Agents Autònoms,106587,7.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Aprenentatge i Processament del Llenguatge Natural,106585,9.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Innovació Social,106598,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Programació Distribuïda,106556,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Projecte de Síntesi II,106594,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Reconeixement de Mobilitat,151001,7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Reconeixement de Mobilitat,151002,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,6FD6962C237446496C5BE6F45740D6CD,Home,Reconeixement de Mobilitat,151003,5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Anàlisi de Grafs i Xarxes,106567,8.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Ètica,106559,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments d'Aprenentatge Automàtic,106572,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments de la Visió per Computador,106581,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments de Programació I,106553,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Fonaments del Llenguatge Natural,106584,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Ment i Cervell I,106578,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Projecte de Síntesi I,106593,9.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Representació del Coneixement,106564,7.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Resolució de Problemes,106570,6.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,4CCEB529FF673B0E6F53C1E2691112A1,Dona,Xarxes Neuronals i Aprenentatge Profund,106573,8.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Agents Autònoms,106587,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Gestió de Dades,106566,7.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Gestió de Projectes,106562,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Innovació Social,106598,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Programació Distribuïda,106556,9.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Programació Paral·lela,106557,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Projecte de Síntesi II,106594,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Regulació de la IA,106560,7.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Robots Intel·ligents,106589,8.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,0A0C7921D659B061726D5E4A67D390B0,Home,Visió i Aprenentatge,106582,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Enginyeria de Dades,106565,5.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Fonaments de Computació,106555,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Fonaments de Programació I,106553,4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Fonaments de Programació II,106554,1.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Fonaments Matemàtics I,106550,5.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Fonaments Matemàtics II,106551,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Introducció a la IA,106558,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Lògica Computacional,106569,3.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Probabilitat i Estadística,106552,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,684E2F9EB0F24A45DF844B46854D9F12,Home,Processos Cognitius,106577,0
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Enginyeria de Dades,106565,7.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Fonaments de Computació,106555,9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Fonaments de Programació I,106553,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Fonaments de Programació II,106554,7.5
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Fonaments Matemàtics I,106550,7.4
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Fonaments Matemàtics II,106551,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Introducció a la IA,106558,6.2
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Lògica Computacional,106569,6.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Probabilitat i Estadística,106552,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,EE337724C67D8DC410D5D985435587AC,Home,Processos Cognitius,106577,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Agents Autònoms,106587,8.1
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Innovació Social,106598,9.3
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Programació Distribuïda,106556,8.9
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Programació Paral·lela,106557,8.7
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Projecte de Síntesi II,106594,8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Reconeixement de Mobilitat,150901,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Reconeixement de Mobilitat,151501,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,1863653908172C88D8FBBA8EC7877E8F,Home,Robots Intel·ligents,106589,6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Anàlisi de Grafs i Xarxes,106567,9.6
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Ètica,106559,8.8
Graduat en Intel·ligència Artificial / Artificial Intelligence,2023/24,3E8299C52527CF76FABF0EE79EB4CCFC,Home,Fonaments d'Aprenentatge Automàtic,106572,8.4
